Title,Genre,Release date,Metascore,N. Critics,User Score,N. Users,Developer,Publisher
Frogun,3D Platformer,"Aug 2, 2022",74,9,5.8,4,Molegato,Top Hat Studios Inc
Dice Legacy,Strategy,"Sep 9, 2021",70,18,7.2,5,DESTINYbit,Ravenscourt
Plants vs. Zombies: Battle for Neighborville,Tactical Third Person Shooter,"Sep 4, 2019",77,25,5.7,226,PopCap,Electronic Arts
Ultra Kaiju Monster Rancher,Trainer RPG,"Oct 20, 2022",74,16,8.9,306,Koei Tecmo Games,Bandai Namco Games
2064: Read Only Memories INTEGRAL,Point-and-Click,"Jul 26, 2018",74,7,6.5,15,MidBoss,MidBoss
Fire Emblem Warriors,3D Beat-'Em-Up,"Oct 20, 2017",74,74,7.7,429,Omega Force,Nintendo
Kamiko,Action Adventure,"Apr 27, 2017",74,14,7.5,112,Skipmore,Flyhigh Works
Potion Permit,RPG,"Sep 22, 2022",74,22,6.3,20,MassHive Media,PQube
Cat Quest,Action RPG,"Nov 10, 2017",74,19,7.5,118,The Gentlebros,PQube
HYPERCHARGE: Unboxed,FPS,"May 31, 2024",80,13,7.9,30,Digital Cybercherries,Digital Cybercherries
The Alliance Alive HD Remastered,JRPG,"Oct 8, 2019",74,14,7.1,35,Cattle Call,NIS America
Afterparty,Adventure,"Oct 29, 2019",75,28,6.8,64,Night School Studio,Night School Studio
"Yes, Your Grace",Tycoon,"Mar 6, 2020",75,28,7.6,106,Brave at Night,No More Robots
RPG Time: The Legend of Wright,RPG,"Aug 18, 2022",74,10,tbd,N/A,Deskworks,Aniplex Inc.
Just Dance 2020,Dancing,"Nov 5, 2019",74,13,6.3,44,Ubisoft Paris,Ubisoft
Fate/Extella Link,3D Beat-'Em-Up,"Mar 19, 2019",75,18,6.9,51,Marvelous First Studio,XSEED Games
Paladins: Champions of the Realm,Tactical FPS,"Jun 12, 2018",74,14,7.1,152,Hi-Rez Studios,Hi-Rez Studios
Sonic Origins,Compilation,"Jun 23, 2022",78,45,7.3,139,Sega,Sega
Double Kick Heroes,Rhythm,"Aug 13, 2020",74,11,6.0,4,Headbang Club,Headbang Club
Railway Empire,Tycoon,"Jan 26, 2018",74,22,6.7,71,Gaming Minds Studios,Kalypso
Turnip Boy Commits Tax Evasion,Action Adventure,"Apr 22, 2021",74,14,7.6,58,Snoozy Kazoo,Graffiti Games
Famicom Detective Club: The Missing Heir,Visual Novel,"May 14, 2021",74,68,7.9,27,Mages.,Nintendo
G-LOC Air Battle,Aircraft Combat Sim,"Apr 30, 2020",74,7,7.4,5,M2,Sega
Overwhelm,Open-World Action,"Apr 4, 2019",74,9,5.7,6,Ruari O'Sullivan,Alliance
Let's Build a Zoo,Tycoon,"Sep 29, 2022",74,9,6.6,12,Merge Games,No More Robots
Life is Strange 2,Third-Person Adventure,"Sep 26, 2018",78,21,6.5,788,DONTNOD Entertainment,Square Enix
Silent Hope,Action RPG,"Oct 3, 2023",74,22,6.2,24,Marvelous Inc.,XSEED Games
Harvestella,Action RPG,"Nov 4, 2022",73,47,4.4,164,Live Wire,Square Enix
The Cruel King and the Great Hero,JRPG,"Mar 15, 2022",66,14,6.4,13,Nippon Ichi Software,NIS America
Trinity Trigger,Action RPG,"Apr 25, 2023",73,13,6.8,20,Three Rings,XSEED Games
Disc Jam,Future Sport,"Feb 8, 2018",73,10,7.4,17,High Horse Entertainment,High Horse Entertainment
Aragami: Shadow Edition,Action Adventure,"Feb 21, 2019",73,17,7.1,25,Lince Works,Merge Games
Storyteller,Puzzle,"Mar 23, 2023",70,19,6.8,46,Daniel Benmergui,Annapurna Interactive
Koa and the Five Pirates of Mara,3D Platformer,"Jul 27, 2023",73,8,7.3,6,Talpa Games,Chibig
A Normal Lost Phone,Simulation,"Mar 1, 2018",73,10,7.1,15,Plug In Digital,Plug In Digital
Max: The Curse of Brotherhood,Action Adventure,"Dec 20, 2013",72,51,7.4,312,Press Play,Microsoft Game Studios
Hot Wheels Unleashed,Auto Racing,"Sep 27, 2021",75,42,7.0,113,Milestone S.r.l,Milestone S.r.l
Ikenfell,JRPG,"Oct 8, 2020",73,10,7.5,15,Happy Ray Games,Humble Games
Sniper Elite III: Ultimate Edition,Tactical Third Person Shooter,"Oct 1, 2019",73,21,6.8,21,Rebellion,Rebellion
Descenders,Biking,"Aug 25, 2020",75,15,6.3,34,RageSquid,Sold Out
Death end re;Quest,JRPG,"Feb 19, 2019",71,29,7.4,65,Compile Heart,Idea Factory
KUNAI,2D Platformer,"Feb 6, 2020",73,33,8.2,60,TurtleBlaze,The Arcade Crew
Pang Adventures,2D Platformer,"Apr 19, 2016",63,10,5.5,13,Pasta Games,DotEmu
Mom Hid My Game!,Point-and-Click,"Dec 21, 2017",73,9,7.1,14,Hap,Kemco
DNF Duel: Who's Next,2D Fighting,"Jun 28, 2022",80,20,5.5,23,Eighting,Nexon
Dauntless,Action RPG,"May 21, 2019",78,16,5.4,260,Phoenix Labs,Phoenix Labs
Black Bird,Vertical Shoot-'Em-Up,"Oct 18, 2018",73,14,7.7,6,Onion Games,Onion Games
SD Gundam Battle Alliance,Action RPG,"Aug 25, 2022",74,14,7.6,19,Artdink,Bandai Namco Games
Resident Evil: Revelations 2,Survival,"Mar 17, 2015",75,30,7.7,637,Capcom,Capcom
Road Redemption,Vehicle Combat Sim,"Oct 4, 2017",70,19,7.1,53,Dark Seas Games,Dark Seas Games
Wildfire (2020),2D Platformer,"May 25, 2020",79,10,7.7,9,Sneaky Bastards,Sneaky Bastards
Paradigm Paradox,Visual Novel,"Oct 27, 2022",73,7,tbd,N/A,Idea Factory,Aksys Games
The Colonists,Command RTS,"May 4, 2021",73,9,tbd,N/A,Codebyfire,Auroch Digital
THOTH,Top-Down Shoot-'Em-Up,"Jan 9, 2020",73,8,tbd,N/A,Jeppe Carlsen,Jeppe Carlsen
Disney Illusion Island,2D Platformer,"Jul 28, 2023",73,74,6.4,68,Dlala Studios,Disney Interactive Studios
Fatal Frame: Maiden of Black Water,Survival,"Oct 22, 2015",67,60,8.1,329,Koei Tecmo Games,Nintendo
Kirby Star Allies,2D Platformer,"Mar 16, 2018",73,87,7.4,609,HAL Labs,Nintendo
Farming Simulator 17,Virtual Career,"Oct 25, 2016",69,18,7.2,43,Giants Software,Focus Home Interactive
LEGO Harry Potter Collection,Compilation,"Oct 18, 2016",73,17,7.4,120,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment
The TakeOver,2D Beat-'Em-Up,"Jun 4, 2020",73,12,7.4,14,Pelikan13,DANGEN Entertainment
The Escapists 2,Action,"Aug 22, 2017",75,30,7.0,42,Mouldy Toof Studios,Sold Out
Pokemon Brilliant Diamond,Trainer RPG,"Nov 19, 2021",73,92,5.3,1042,"ILCA, Inc.",Nintendo
Cinders,Visual Novel,"Feb 14, 2019",73,10,7.2,6,Crunching Koalas,Crunching Koalas
NBA 2K20,Basketball Sim,"Sep 6, 2019",78,42,1.6,1234,Visual Concepts,2K Games
Runner3,2D Platformer,"May 22, 2018",73,30,7.1,38,Choice Provisions,Nicalis
World to the West,Linear Action Adventure,"May 5, 2017",73,17,6.0,8,Rain Games,Soedesco
Dark Deity,JRPG,"Jun 15, 2021",80,13,5.7,24,Sword & Axe LLC,Freedom Games
John Wick Hex,Turn-Based Tactics,"Oct 8, 2019",74,60,4.6,61,Mike Bithell,Good Shepherd Entertainment
Dark Deity,JRPG,"Jun 15, 2021",80,13,5.7,24,Sword & Axe LLC,Freedom Games
"Bury me, my Love",Visual Novel,"Jan 10, 2019",73,18,4.9,35,Plug In Digital,Plug In Digital
Disgaea 6: Defiance of Destiny,Turn-Based Tactics,"Jun 29, 2021",73,40,5.7,57,Nippon Ichi Software,NIS America
SpongeBob SquarePants: The Cosmic Shake,3D Platformer,"Jan 31, 2023",70,39,8.0,74,Purple Lamp Studios,THQ Nordic
Late Shift,Adventure,"Apr 18, 2017",72,16,6.9,51,Wales Interactive,Wales Interactive
AER: Memories of Old,Open-World Action,"Oct 25, 2017",69,18,6.5,72,Forgotten Key,Daedalic Entertainment
Marvel Ultimate Alliance 3: The Black Order,Action RPG,"Jul 19, 2019",73,87,7.3,402,Team Ninja,Nintendo
Colors Live,Application,"Sep 14, 2021",73,7,tbd,N/A,Nighthawk Interactive,Nighthawk Interactive
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Puzzle,"Nov 8, 2019",73,38,6.8,61,h.a.n.d. Inc.,Level 5
The Almost Gone,Adventure,"Jun 25, 2020",67,8,6.8,5,Happy Volcano,Playdigious
Overwatch,Tactical FPS,"May 23, 2016",91,68,6.5,7010,Blizzard Entertainment,Blizzard Entertainment
Old Man's Journey,Adventure,"May 17, 2017",76,12,6.7,56,Broken Rules,Broken Rules
Another Code: Recollection,Compilation,"Jan 19, 2024",73,69,8.7,67,Arc System Works,Nintendo
Monster Prom: XXL,Adventure,"May 21, 2020",73,11,6.7,6,Beautiful Glitch,Those Awesome Guys
SNK Gals Fighters,2D Fighting,"Apr 29, 2020",73,15,8.3,6,Code Mystics Inc.,SNK Corporation
Sherlock Holmes: Crimes & Punishments,Third-Person Adventure,"Sep 30, 2014",73,36,7.2,269,Frogwares,Focus Home Interactive
Chocobo's Mystery Dungeon: Every Buddy!,Roguelike,"Mar 20, 2019",73,20,7.6,31,Square Enix,Square Enix
Earthlock,JRPG,"Mar 8, 2018",73,13,6.6,31,Snowcastle Games,Snow Castle Games
Romancing SaGa 3 (Remaster),JRPG,"Nov 11, 2019",74,12,6.5,26,ArtePiazza,Square Enix
The Eternal Castle Remastered,Adventure,"Jan 5, 2019",73,12,6.8,19,Leonard Menchiari,Playsaurus
Mario Kart 8 Deluxe: Booster Course Pass - Wave 1,Auto Racing,"Mar 18, 2022",73,11,6.5,42,Nintendo,Nintendo
Mulaka,Action Adventure,"Mar 1, 2018",73,21,7.2,62,Lienzo,Lienzo
Werewolf: The Apocalypse - Heart of the Forest,Visual Novel,"Jan 7, 2021",73,15,7.5,8,Different Tales,Walkabout Games
Pokemon Shining Pearl,Trainer RPG,"Nov 19, 2021",73,91,5.5,496,"ILCA, Inc.",Nintendo
Muse Dash,Rhythm,"Jun 20, 2019",73,11,7.2,48,PeroPeroGames,X.D. Network Inc.
Pumpkin Jack,3D Platformer,"Oct 23, 2020",71,16,7.3,52,Nicolas Meyssonnier,Headup Games
Yono and the Celestial Elephants,Linear Action Adventure,"Oct 12, 2017",73,12,7.1,23,Neckbolt,Plug In Digital
Garden Story,Open-World Action,"Aug 11, 2021",73,17,7.5,25,Picogram,Rose City Games
Mario Strikers: Battle League,Soccer,"Jun 10, 2022",73,117,4.5,462,Next Level Games,Nintendo
Sludge Life,First-Person Adventure,"Apr 8, 2020",73,9,7.2,52,Terri Vellimann,Devolver Digital
Big Brain Academy: Brain vs. Brain,Party,"Dec 3, 2021",73,70,8.0,37,Nintendo,Nintendo
Dandara,Metroidvania,"Feb 6, 2018",73,23,7.3,64,Coatsink Software,Raw Fury
Hue,Action Puzzle,"Aug 30, 2016",77,32,7.3,108,Fiddlesticks Games,Curve Digital
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,Compilation,"Oct 15, 2019",73,10,6.9,14,Beamdog,Skybound Games
Yomawari: The Long Night Collection,Compilation,"Oct 30, 2018",73,11,7.2,10,Nippon Ichi Software,NIS America
Jay and Silent Bob: Mall Brawl,2D Beat-'Em-Up,"May 20, 2021",68,10,tbd,N/A,Spoony Bard Productions,Limited Run Games
Ghostbusters: The Video Game Remastered,Linear Action Adventure,"Oct 4, 2019",66,26,7.1,73,Saber Interactive,Saber Interactive
Ghostrunner,3D Platformer,"Oct 27, 2020",81,68,8.0,789,ONE MORE LEVEL,All in! Games
Worm Jazz,Action Puzzle,"Sep 21, 2020",73,8,tbd,N/A,Inconspicuous Creations,Inconspicuous Creations
Habroxia 2,Horizontal Shoot-'Em-Up,"Feb 3, 2021",73,8,8.3,4,Lillymo Games,EastAsiaSoft
Headland,Action Adventure,"Jan 13, 2022",73,8,tbd,N/A,Northplay ApS,Northplay ApS
Dragon Quest Treasures,JRPG,"Dec 9, 2022",72,60,6.0,74,TOSE,Square Enix
Mushroom Wars 2,Command RTS,"Jul 5, 2018",72,11,6.1,7,Zillion Whales,Zillion Whales
Control: Ultimate Edition,Action Adventure,"Feb 2, 2021",85,31,8.0,613,Remedy Entertainment,505 Games
Souldiers,Metroidvania,"Jun 2, 2022",77,14,6.0,21,Retro Forge,Dear Villagers
The Wonderful 101: Remastered,2D Platformer,"May 19, 2020",72,23,7.5,69,PlatinumGames,PlatinumGames
Regalia: Of Men and Monarchs - Royal Edition,Turn-Based Tactics,"Apr 10, 2018",70,17,5.8,9,Pixelated Milk,Crunching Koalas
"Warhammer 40,000: Mechanicus",Turn-Based Tactics,"Nov 15, 2018",78,20,7.9,110,Bulwark Studios,Kasedo Games
Just Dance 2022,Dancing,"Nov 4, 2021",72,15,5.7,22,Ubisoft,Ubisoft
NAIRI: Tower of Shirin,Action Puzzle,"Nov 28, 2018",72,12,7.3,10,HomeBearStudio,HoundPicked Games
Baldur's Gate and Baldur's Gate II: Enhanced Editions,Compilation,"Oct 15, 2019",72,12,6.5,43,Beamdog,Skybound Games
Wonder Boy Anniversary Collection,Compilation,"Jan 26, 2023",72,9,tbd,N/A,Bliss Brain,Bliss Brain
Zarvot,Top-Down Shoot-'Em-Up,"Oct 18, 2018",72,10,7.0,5,Snowhydra llc,Snowhydra llc
Layers of Fear 2,Survival,"May 28, 2019",70,49,6.2,174,Bloober Team,Gun Interactive
The Silver Case 2425,Compilation,"Jul 6, 2021",72,14,6.9,7,Nippon Ichi Software,NIS America
Red Faction: Guerrilla Re-Mars-tered,Third Person Shooter,"Jul 3, 2018",70,30,5.3,43,Volition Inc.,THQ Nordic
Just Dance 2024 Edition,Dancing,"Oct 24, 2023",72,11,4.9,24,Ubisoft,Ubisoft
Boyfriend Dungeon,Action RPG,"Aug 11, 2021",72,18,6.5,13,Kitfox Games,Kitfox Games
Burly Men at Sea,Visual Novel,"Apr 12, 2018",72,8,5.7,20,Seaven Studio,Brain&Brain
Semispheres,Action Puzzle,"Feb 14, 2017",72,11,tbd,N/A,Vivid Helix,Vivid Helix
Kingdoms of Amalur: Re-Reckoning,Action RPG,"Sep 8, 2020",72,40,7.0,156,Kaiko,THQ Nordic
Onion Assault,2D Platformer,"Jan 26, 2023",72,7,tbd,N/A,Horberg Productions,Horberg Productions
Namco Museum,Compilation,"Jul 28, 2017",72,41,7.4,39,Bandai Namco Games,Bandai Namco Games
Akka Arrh,Arcade,"Mar 8, 2024",73,11,tbd,N/A,Llamasoft,Atari
Ground Divers!,Action Puzzle,"Jun 30, 2022",72,7,tbd,N/A,Arc System Works,Arc System Works
Nintendo Switch Sports,Athletics,"Apr 29, 2022",72,118,5.9,280,Nintendo,Nintendo
Snake Pass,Action Puzzle,"Mar 28, 2017",69,32,6.6,54,Sumo Digital,Sumo Digital
Grandia HD Collection,Compilation,"Aug 16, 2019",72,18,7.4,49,GungHo,GungHo
Skylanders Imaginators,3D Platformer,"Oct 16, 2016",79,50,6.2,59,Toys for Bob,Activision
Attack on Titan 2,Action Adventure,"Mar 20, 2018",75,50,8.2,132,Omega Force,Koei Tecmo Games
Gato Roboto,Metroidvania,"May 30, 2019",72,26,7.6,65,Doinksoft,Devolver Digital
Super Daryl Deluxe,Action RPG,"Apr 10, 2018",72,11,6.9,15,Dan & Gary Games,Dan & Gary Games
Rhythm Fighter,Rhythm,"Jan 14, 2021",72,10,tbd,N/A,echo games,Coconut Island Games
PGA Tour 2K21,Golf Sim,"Aug 21, 2020",76,41,6.3,81,HB Studios Multimedia,2K Games
When Ski Lifts Go Wrong,Skiing,"Jan 23, 2019",72,8,2.9,8,Huge Calf Studios,Curve Digital
Prinny Presents NIS Classics Volume 1,Compilation,"Aug 31, 2021",72,13,6.4,5,Nippon Ichi Software,NIS America
Nickelodeon Kart Racers 2: Grand Prix,Auto Racing,"Oct 6, 2020",72,9,8.0,9,Bamtang,GameMill Entertainment
The Battle of Polytopia,4X Strategy,"Oct 12, 2022",72,7,8.8,8,Midjiwan,Midjiwan
Taito Milestones 2,Compilation,"Aug 31, 2023",72,17,tbd,N/A,Hamster,ININ Games
Yurukill: The Calumniation Games,Vertical Shoot-'Em-Up,"Jul 5, 2022",72,19,7.9,9,G.Rev,NIS America
Mail Mole,3D Platformer,"Mar 4, 2021",72,11,6.6,8,Talpa Games,Undergames
Dragon Quest Monsters: The Dark Prince,Trainer RPG,"Dec 1, 2023",72,39,8.2,112,Armor Project,Square Enix
Flood of Light,Adventure,"Aug 23, 2018",72,12,6.8,6,Irisloft,Irisloft
SILT,Action Adventure,"Jun 1, 2022",71,11,7.5,4,Spiral Circus,Fireshine Games
Shiftlings,2D Platformer,"Mar 3, 2015",63,13,6.3,17,Rock Pocket Games,Sierra Games
Batman: The Telltale Series,Point-and-Click,"Aug 2, 2016",64,16,7.4,281,Telltale Games,Telltale Games
Sky Racket,Horizontal Shoot-'Em-Up,"Mar 17, 2020",72,7,8.7,6,Double Dash Studios,Double Dash Studios
Story of Seasons: A Wonderful Life,Virtual Life,"Jun 27, 2023",72,26,8.0,39,Marvelous Inc.,XSEED Games
Oddworld: Stranger's Wrath HD,Action Adventure,"Jan 23, 2020",72,31,7.7,36,Square One Games,Oddworld Inhabitants
The Count Lucanor,Action Adventure,"Mar 3, 2016",78,11,7.4,28,Baroque Decay,Baroque Decay
Candle,2D Platformer,"Nov 11, 2016",80,15,7.6,82,Teku Studios,Daedalic Entertainment
Smoke and Sacrifice,Action Adventure,"May 31, 2018",72,25,6.7,12,Solar Sail Games,Curve Digital
Just Dance 2019,Dancing,"Oct 23, 2018",72,13,6.2,28,Ubisoft Paris,Ubisoft
Call of Juarez: Gunslinger,FPS,"May 22, 2013",76,36,8.1,272,Techland,Ubisoft
The Liar Princess and the Blind Prince,Action Adventure,"Feb 12, 2019",72,10,7.2,43,Nippon Ichi Software,NIS America
Cris Tales,JRPG,"Jul 20, 2021",74,30,7.8,48,Dreams Uncorporated,Modus Games
Just Dance 2017,Dancing,"Mar 3, 2017",72,19,5.4,76,Ubisoft Paris,Ubisoft
Dex,Action RPG,"May 7, 2015",62,16,7.6,104,Dreadlocks,Dreadlocks
Tanuki Justice,2D Platformer,"Dec 10, 2020",72,15,tbd,N/A,Wonderboy Bobi,No Gravity Games
Shu,2D Platformer,"Jan 23, 2018",72,24,6.8,19,Coatsink Software,Coatsink Software
Bad North,Real-Time Strategy,"Aug 20, 2018",72,11,7.0,56,Plausible Concept,Raw Fury
Rise: Race The Future,Future Racing,"Jul 22, 2019",72,8,6.8,20,VD-DEV,VD-DEV
LOUD,Rhythm,"Jul 15, 2022",72,14,tbd,N/A,Hyperstrange,QubicGames
Cotton 100%,Horizontal Shoot-'Em-Up,"Oct 29, 2021",72,8,tbd,N/A,Success,ININ Games
Ninja Gaiden: Master Collection,Compilation,"Jun 10, 2021",73,44,8.0,145,Team Ninja,Koei Tecmo Games
Light Fall,2D Platformer,"Apr 26, 2018",72,17,7.3,14,Bishop Games,Bishop Games
Resident Evil 5,Survival,"Mar 13, 2009",83,91,7.4,784,Capcom,Capcom
Pokemon Scarlet,Trainer RPG,"Nov 18, 2022",72,125,3.5,3549,Game Freak,Nintendo
El Hijo - A Wild West Tale,Linear Action Adventure,"Dec 3, 2020",74,15,7.1,14,Honig Studios,HandyGames
Phoenotopia: Awakening,Action Adventure,"Aug 20, 2020",72,9,8.6,33,Cape Cosmic,Cape Cosmic
Fe,Open-World Action,"Feb 16, 2018",70,55,6.3,87,Zoink!,Electronic Arts
Dimension Drive,Vertical Shoot-'Em-Up,"Dec 7, 2017",72,10,6.7,10,2Awesome Studio,2Awesome Studio
Minecraft Dungeons,Action RPG,"May 26, 2020",70,56,6.3,501,Mojang AB,Xbox Game Studios
de Blob,3D Platformer,"Sep 22, 2008",82,48,7.4,58,Blue Tongue Entertainment,THQ
RollerCoaster Tycoon 3: Complete Edition,Tycoon,"Sep 24, 2020",72,18,7.7,15,Frontier Developments,Frontier Foundry
Bear and Breakfast,Tycoon,"Jul 28, 2022",72,15,7.5,14,Gummy Cat,Armor Games
Just Dance 2018,Dancing,"Oct 24, 2017",71,15,5.6,45,Ubisoft Paris,Ubisoft
OddBallers,Party,"Jan 26, 2023",71,7,6.8,6,Game Swing,Ubisoft
Oceanhorn 2: Knights of the Lost Realm,Open-World Action,"Oct 28, 2020",71,16,8.4,36,Cornfox & Bros.,Cornfox & Bros.
Amnesia: Memories,Visual Novel,"Aug 25, 2015",72,8,7.2,30,Idea Factory,Idea Factory
Saints Row IV: Re-Elected,Open-World Action,"Mar 27, 2020",71,39,7.2,79,Volition Inc.,Koch Media
Tomb Raider I-III Remastered Starring Lara Croft,Compilation,"Feb 14, 2024",75,32,7.7,146,Aspyr,Aspyr
Clea 2,Survival,"Mar 25, 2021",71,9,tbd,N/A,Sekai Games,Sekai Project
Team Sonic Racing,Auto Racing,"May 21, 2019",72,80,7.2,293,Sumo Digital,Sega
Pool Panic,Action Adventure,"Jul 19, 2018",71,19,7.0,14,Rekim,Adult Swim
SaGa Frontier Remastered,JRPG,"Apr 15, 2021",77,24,6.5,16,Bullets,Square Enix
Spidersaurs,2D Platformer,"Jul 14, 2022",71,8,tbd,N/A,WayForward,WayForward
Demon Slayer: Kimetsu no Yaiba - Sweep the Board!,Board,"Apr 26, 2024",71,10,6.7,12,CyberConnect2,Sega
Collection of SaGa: Final Fantasy Legend,Compilation,"Dec 15, 2020",71,16,6.9,10,Racjin,Square Enix
Out of Line,Action Adventure,"Jun 23, 2021",69,10,7.8,45,Nerd Monkeys,Hatinh Interactive
Cathedral (2019),Metroidvania,"Feb 18, 2021",71,20,6.7,11,Decemberborn Interactive,Decemberborn Interactive
Samba de Amigo: Party Central,Rhythm,"Aug 29, 2023",71,48,8.0,23,Sega,Sega
StarBlox Inc.,Stacking Puzzle,"Oct 18, 2019",71,7,6.8,6,IlluminationGames,IlluminationGames
Xeodrifter,2D Platformer,"Dec 11, 2014",73,17,6.8,21,Renegade Kid,Renegade Kid
Aces of the Luftwaffe: Squadron,Vertical Shoot-'Em-Up,"Nov 17, 2017",71,7,6.5,11,HandyGames,HandyGames
One Night Stand,Visual Novel,"Oct 4, 2019",71,7,tbd,N/A,Kinmoku,Ratalaika Games
HyperParasite,Top-Down Shoot-'Em-Up,"Apr 3, 2020",74,8,7.7,7,"Troglobytes Games, S.L.",HoundPicked Games
Manic Mechanics,Party,"Jul 13, 2023",71,9,tbd,N/A,4J Studios,4J Studios
Story of Seasons: Pioneers of Olive Town,Tycoon,"Mar 23, 2021",71,61,7.1,97,Three Rings,XSEED Games
No Straight Roads,Open-World Action,"Aug 25, 2020",70,34,6.9,90,Metronomik,Sold Out
Pokemon Violet,Trainer RPG,"Nov 18, 2022",71,125,4.2,2309,Game Freak,Nintendo
My Time At Portia,Virtual Life,"Jan 15, 2019",73,38,7.0,131,Pathea Games,Pathea Games
Gothic II Complete Classic,Western RPG,"Nov 29, 2023",71,11,5.8,22,Piranha Bytes,THQ Nordic
Earth Atlantis,Horizontal Shoot-'Em-Up,"Oct 5, 2017",71,12,7.0,18,Pixel Perfex,Headup Games
Legend of Mana Remastered,Action RPG,"Jun 24, 2021",72,36,6.9,21,M2,Square Enix
Cozy Grove,Virtual Life,"Apr 8, 2021",71,22,6.9,26,Spry Fox,The Quantum Astrophysicists Guild
Button City,Adventure,"Aug 10, 2021",66,10,tbd,N/A,Subliminal,Subliminal
Harmony: The Fall of Reverie,Visual Novel,"Jun 8, 2023",75,33,6.0,24,DONTNOD Entertainment,DONTNOD Entertainment
Little Inferno,Action Puzzle,"Nov 18, 2012",79,22,7.5,98,Tomorrow Corporation,Tomorrow Corporation
Thea: The Awakening,4X Strategy,"Nov 20, 2015",73,13,8.4,148,MuHa Games,MuHa Games
Never Stop Sneakin',Action Adventure,"Dec 14, 2017",71,8,6.8,6,Humble Hearts,Humble Hearts
Swim Out,Strategy,"Mar 20, 2018",71,9,tbd,N/A,Lozange Lab,Lozange Lab
The Sexy Brutale,Adventure,"Apr 11, 2017",83,29,7.7,97,Cavalier Game Studios,Tequila Works
Birthdays the Beginning,Sandbox,"May 9, 2017",65,26,6.5,14,Arc System Works,NIS America
Bridge Constructor Portal,Action Puzzle,"Dec 20, 2017",77,30,6.4,63,ClockStone Studio,Headup Games
Ultra Age,Action Adventure,"Sep 9, 2021",67,15,7.3,12,Visual Dart,DANGEN Entertainment
Exception,2D Platformer,"Aug 13, 2019",71,9,tbd,N/A,Traxmaster Software,Traxmaster Software
Project Warlock,FPS,"Jun 9, 2020",74,18,5.6,16,Buckshot Software,Crunching Koalas
Tales of Kenzera: ZAU,2D Platformer,"Apr 23, 2024",76,64,6.7,370,Surgent Studios,Electronic Arts
Hexologic,Puzzle,"Jun 11, 2018",71,11,6.8,11,MythicOwl,MythicOwl
LEGO Jurassic World,Action Adventure,"Jun 9, 2015",70,46,7.2,176,TT Games,Warner Bros. Interactive Entertainment
Nexomon: Extinction,Trainer RPG,"Aug 28, 2020",71,10,8.2,93,VEWO Interactive Inc.,PQube
King of Fighters R-2,2D Fighting,"Aug 7, 2020",71,8,tbd,N/A,Code Mystics Inc.,SNK Corporation
Blue Fire,3D Platformer,"Feb 4, 2021",71,21,7.5,62,Robi Studios,Graffiti Games
Lichtspeer,Action Adventure,"Sep 7, 2017",71,20,7.1,13,Lichthund,Crunching Koalas
Conga Master Party!,Party,"Sep 28, 2017",71,13,6.5,11,Rising Star Games,Rising Star Games
Knockout Home Fitness,Exercise,"Sep 28, 2021",71,16,tbd,N/A,Pocket,XSEED Games
Spellbreak,Third Person Shooter,"Sep 3, 2020",79,18,8.1,173,"Proletariat, Inc.","Proletariat, Inc."
Onimusha: Warlords,Action Adventure,"Jan 15, 2019",71,32,7.2,55,NeoBards Entertainment,Capcom
Nintendo Labo: Toycon 04 VR Kit,Action,"May 12, 2019",71,30,6.5,60,Nintendo,Nintendo
Mutant Year Zero: Road to Eden - Deluxe Edition,Turn-Based Tactics,"Jul 30, 2019",71,12,4.7,27,High Voltage Software,Funcom
Run the Fan,Action Puzzle,"Jul 23, 2019",71,7,tbd,N/A,Silesia Games,Silesia Games
Captain Tsubasa: Rise of New Champions,Soccer,"Aug 28, 2020",69,50,7.2,127,Tamsoft,Bandai Namco Games
Prinny Presents NIS Classics Volume 3 La Pucelle: Ragnarok / Rhapsody: A Musical Adventure,Compilation,"Aug 30, 2022",71,12,7.6,5,Nippon Ichi Software,NIS America
Membrane,Action Puzzle,"Feb 22, 2018",71,7,7.5,30,Perfect Hat,Perfect Hat
Metal Max Xeno Reborn,RPG,"Jun 10, 2022",72,9,tbd,N/A,Kadokawa,PQube
A Robot Named Fight!,Metroidvania,"Apr 26, 2018",71,9,7.6,31,Matt Bitner,Hitcents
Golf With Your Friends,Golf,"May 19, 2020",68,12,5.6,50,Blacklight Interactive,Team17
3000th Duel,2D Platformer,"Feb 19, 2020",71,8,8.4,64,NEOPOPCORN Corp,NEOPOPCORN Corp
Pronty: Fishy Adventure,Metroidvania,"Mar 7, 2023",71,8,8.0,5,18Light Game Ltd.,Happinet
Everything,Adventure,"Mar 21, 2017",80,31,7.1,53,David OReilly,David OReilly
Miitopia,RPG,"May 21, 2021",71,61,8.2,125,GREZZO,Nintendo
FIFA 19,Soccer Sim,"Sep 25, 2018",83,70,2.5,1344,EA Sports,Electronic Arts
Robonauts,2D Platformer,"Sep 15, 2017",71,7,6.5,33,QubicGames,QubicGames
Dragon Quest III,JRPG,"Sep 27, 2019",71,9,7.3,20,Square Enix,Square Enix
BUTCHER,2D Platformer,"May 9, 2017",71,15,7.2,12,Transhuman Design,Crunching Koalas
